client_id,total_spent,avg_spent,txn_count,unique_merchants,unique_cards_used,yearly_income,calculated_age,total_debt,credit_score,num_credit_cards,per_capita_income,num_negative_txn,prop_negative,avg_card_limit,prop_credit_txn,cluster
32,317816.06,37.8262389907165,8402,217,4,52315.0,88,3174.0,695,4,23074.0,348,0.04141870983099262,13100.02856462747,0.08759819090692693,1
33,520819.9,48.46639679880886,10746,305,5,38692.0,83,8902.0,596,5,18239.0,330,0.030709101060859854,8717.938302624232,0.4169923692536758,1
34,766659.22,52.57572486627348,14582,345,2,51854.0,47,72162.0,737,2,25431.0,604,0.0414209299135921,5951.475106295433,0.0,0
37,399399.8,26.147286415711946,15275,255,3,34690.0,47,48954.0,683,4,17013.0,3411,0.22330605564648118,7865.671489361702,0.32543371522094927,1
38,512966.48,37.63786631447648,13629,311,1,40006.0,50,72794.0,621,1,19621.0,583,0.042776432606941084,3711.0,0.0,1
39,887819.44,58.36309755456218,15212,317,2,61740.0,60,126015.0,583,2,30281.0,306,0.02011569813305285,14190.85919011307,0.8260583749671312,0
40,175990.65,27.167435937017597,6478,177,4,29243.0,77,30686.0,726,4,14342.0,142,0.021920345785736338,3242.9682000617477,0.3281877122568694,1
42,223104.23,25.936320623110905,8602,269,3,8526.0,84,3723.0,684,3,12672.0,556,0.06463613113229481,8307.94884910486,0.5406882120437108,1
44,352838.76,43.994857855361595,8020,237,3,38194.0,90,1674.0,680,3,16738.0,532,0.06633416458852869,10143.266832917705,0.4119700748129676,1
45,80018.39,12.846105313854551,6229,204,1,63781.0,66,111808.0,654,1,31281.0,435,0.06983464440520147,44.0,0.0,1
46,439052.25,46.544286017173754,9433,367,4,53996.0,68,98211.0,632,4,26481.0,572,0.06063818509487968,9074.34135481819,0.0,1
47,321807.32,28.853879673630413,11153,175,4,25434.0,53,45540.0,712,4,12475.0,527,0.0472518604859679,5451.997130816821,0.3394602349143728,1
48,262495.97,33.39643384223918,7860,274,3,16542.0,75,36831.0,733,3,20993.0,591,0.0751908396946565,8581.750381679389,0.0,1
50,258785.53,37.989655020551965,6812,288,4,39238.0,74,85457.0,702,4,19243.0,354,0.051967116852613036,15777.9334997064,0.36567821491485614,1
51,396436.35,47.56284943011397,8335,250,1,51303.0,34,106248.0,688,3,25166.0,265,0.03179364127174565,12700.0,1.0,1
52,1535007.8,73.27355959711682,20949,487,3,63796.0,62,82173.0,730,3,31288.0,316,0.0150842522316101,22132.27629003771,0.0,0
53,723073.38,30.226292952094308,23922,193,2,39700.0,54,59062.0,701,3,19471.0,3609,0.1508653122648608,15535.089415600702,0.6537496864810635,1
55,294372.93,21.11259628487413,13943,258,4,44583.0,67,85531.0,717,5,21869.0,202,0.0144875564799541,9768.7848382701,0.18754930789643548,1
57,436908.16,40.912834535068825,10679,268,1,43826.0,33,84935.0,823,1,21494.0,304,0.028467084933046165,17614.0,0.0,1
58,361561.45,54.49305953278071,6635,248,1,52512.0,44,95640.0,706,2,25756.0,274,0.04129615674453655,23838.0,0.0,1
59,329980.34,28.43187489229709,11606,299,7,25066.0,91,424.0,695,7,16654.0,160,0.013785972772703775,8932.499741513011,0.33181113217301395,1
60,612451.4,59.850620541385716,10233,314,4,34057.0,53,59247.0,655,4,16703.0,331,0.0323463304993648,7465.972246652986,0.4277338024039871,1
61,759927.53,62.741704920739764,12112,389,3,93406.0,49,151935.0,801,3,45812.0,617,0.05094121532364597,24430.919418758258,0.41611624834874505,0
62,400911.12,30.22778556887582,13263,462,6,22290.0,84,9235.0,716,6,15296.0,607,0.045766417854180806,9856.204931011083,0.0,1
63,323080.49,20.795603115345006,15536,262,5,35418.0,45,51741.0,660,6,17370.0,569,0.03662461380020597,17684.97882337796,0.0,1
64,551051.88,60.768844287604765,9068,411,2,51465.0,45,0.0,702,2,25242.0,199,0.021945302161446845,14351.550507278342,0.6024481693868549,0
65,330165.3,37.61281613123718,8778,298,2,34517.0,57,74143.0,645,2,16928.0,323,0.0367965367965368,9247.535885167465,0.0,1
68,690373.45,58.0048269198454,11902,239,3,41997.0,48,0.0,704,3,20599.0,53,0.004453033103680054,14729.973533859855,0.7870105864560578,1
69,254312.16,30.025048406139316,8470,289,6,38318.0,60,93284.0,748,6,18794.0,580,0.06847697756788666,13874.180755608028,0.3634002361275089,1
73,521226.27,78.36810554803789,6651,302,3,53478.0,53,73030.0,674,3,26227.0,143,0.02150052623665614,14560.810103743797,0.6393023605472862,0
74,215669.21,46.52053710094909,4636,213,2,41957.0,60,151027.0,783,3,20579.0,246,0.05306298533218291,18438.85936151855,0.0,1
75,417782.22,40.46316900726392,10325,338,4,22326.0,85,1620.0,564,4,18528.0,224,0.02169491525423729,15504.065181598064,0.3619370460048426,1
77,1009335.14,73.55597872030316,13722,247,7,51110.0,105,3781.0,709,8,25336.0,320,0.023320215711995336,17987.588835446728,0.22431132487975514,0
78,196979.65,23.391479634247712,8421,123,1,25205.0,42,65179.0,688,1,12362.0,379,0.045006531290820564,83.0,0.0,1
79,303823.12,45.70830750714608,6647,265,3,29164.0,76,19851.0,625,4,20045.0,371,0.05581465322701971,13364.987663607642,0.35188806980592746,1
80,238966.11,31.994391484803852,7469,311,5,21815.0,88,1597.0,498,5,15090.0,343,0.04592314901593252,8370.475967331637,0.3558709331905208,1
81,598053.84,41.08923668842322,14555,322,5,35560.0,72,60397.0,723,5,17440.0,391,0.026863620748883547,3984.217244933013,0.3745104774991412,1
84,424057.93,30.66439583483983,13829,188,3,25748.0,53,41455.0,738,3,12630.0,20,0.0014462361703666208,7029.438426495047,0.24072601055752404,1
86,132197.25,31.57326247910198,4187,121,2,23212.0,30,25138.0,799,3,11384.0,130,0.031048483401003104,9696.4776689754,0.0,1
87,357103.01,29.187005312627708,12235,178,2,24155.0,64,2870.0,802,3,11844.0,556,0.045443400081732734,9719.925459746628,0.7577441765427053,1
89,405664.54,31.485915864638308,12884,348,4,30217.0,41,23394.0,705,4,14822.0,344,0.02669978267618752,11889.182862465073,0.0,1
90,535593.57,56.93564048049324,9407,286,3,12796.0,69,22192.0,644,3,19018.0,567,0.060274263846072075,9281.35292867014,0.0,1
92,349144.15,29.399136914786126,11876,280,4,31145.0,82,5132.0,689,4,21089.0,323,0.027197709666554395,17431.581003704952,0.3382452004041765,1
94,473154.08,35.95395744680851,13160,261,1,36760.0,64,95755.0,593,2,18029.0,585,0.044452887537993924,16962.0,0.0,1
96,2445773.25,63.33410803532123,38617,348,4,99825.0,74,4344.0,685,4,38948.0,6918,0.17914390035476604,19527.57378874589,0.5296631017427558,0
98,751643.62,37.39520497512438,20100,478,2,16646.0,86,1639.0,590,2,15755.0,426,0.021194029850746268,8195.02487562189,1.0,1
100,406748.36,57.53159264497878,7070,317,5,48944.0,62,79960.0,813,7,24005.0,622,0.08797736916548798,25944.933663366337,0.2736916548797737,0
103,254827.48,53.15550271172299,4794,215,4,34774.0,47,78060.0,850,5,17056.0,309,0.06445556946182729,14257.272632457238,0.39153108051731333,1
104,383555.23,51.35295621903869,7469,255,2,37384.0,38,49182.0,713,3,18334.0,315,0.04217432052483599,7598.500468603562,1.0,1
106,280856.86,21.033240470306296,13353,157,4,29957.0,58,60321.0,624,5,14691.0,540,0.04044035048303752,9962.64734516588,0.30682243690556427,1
107,173010.19,43.513629275653926,3976,167,3,26758.0,55,41064.0,734,5,13123.0,289,0.07268611670020121,5958.118209255533,0.1204728370221328,1
110,410083.13,69.493836637858,5901,409,3,52186.0,58,42852.0,737,4,25594.0,196,0.033214709371293,10251.396204033215,0.4139976275207592,1
112,962694.41,33.34006614718615,28875,354,5,35114.0,59,24637.0,686,5,17220.0,631,0.021852813852813853,11530.440796536797,0.37714285714285717,0
113,478686.97,84.40962264150943,5671,349,5,39003.0,79,10793.0,788,5,26016.0,176,0.031035090812907777,18081.134191500616,0.1847998589314054,0
114,942205.88,23.38792334806136,40286,317,3,34441.0,52,907.0,725,4,16892.0,6865,0.17040659286104354,19853.856873355508,0.0,0
115,698388.37,80.97256463768116,8625,422,5,101018.0,67,78115.0,748,6,49546.0,221,0.025623188405797102,26278.996869565217,0.4736231884057971,0
116,391584.71,47.66123539435249,8216,388,2,67230.0,37,45269.0,685,2,32973.0,262,0.031888997078870496,30337.668208373903,0.0,0
118,311930.06,50.31941603484433,6199,192,3,31533.0,61,42315.0,753,3,15471.0,331,0.053395708985320214,8240.100984029683,0.41055008872398774,1
119,381558.25,50.671746347941564,7530,335,3,56605.0,50,87970.0,624,3,27761.0,593,0.07875166002656042,9429.368260292165,0.37675962815405045,1
120,393820.05,80.65124923202949,4883,309,4,61008.0,56,0.0,781,4,29924.0,213,0.043620724964161375,23218.854392791316,0.035429039524882244,0
121,511509.82,49.22149923017706,10392,268,2,45419.0,39,124370.0,721,3,22277.0,566,0.054464973056197075,16532.620381062356,0.19717090069284066,1
122,392598.15,36.76701161266155,10678,212,4,39221.0,71,45409.0,786,4,19237.0,604,0.056564899793968906,12691.667915339951,0.37300992695261287,1
123,310999.18,27.062232857640097,11492,366,3,36315.0,49,0.0,824,3,17811.0,188,0.016359206404455272,17786.234249912985,0.0,1
124,213495.87,24.23060606060606,8811,197,4,34311.0,37,6971.0,680,4,16829.0,300,0.03404834865509023,14843.625468164793,0.0,1
125,169581.79,27.050851810496095,6269,203,5,26535.0,69,93592.0,724,5,13015.0,293,0.04673791673313128,5393.923432764396,0.3394480778433562,1
126,231926.72,20.88865351706746,11103,219,4,26600.0,69,0.0,799,4,13047.0,311,0.02801044762676754,11420.451499594705,0.0,1
127,752158.53,69.75410646387833,10783,234,3,31553.0,54,63938.0,729,3,15474.0,590,0.05471575628303812,10024.104238152648,0.49225632940740055,1
128,323832.98,40.67231600100477,7962,286,1,31377.0,46,59615.0,722,2,15389.0,328,0.04119567947751821,13601.0,0.0,1
132,149727.28,37.497440520911596,3993,176,4,31555.0,83,12777.0,696,4,13972.0,300,0.07513148009015777,5510.364137240171,0.29676934635612323,1
133,450394.24,50.82882744611218,8861,293,2,62692.0,37,50290.0,698,2,30747.0,596,0.06726103148628823,24857.82631757138,0.0,1
134,361988.3,57.41289452815226,6305,298,3,50174.0,48,145300.0,643,4,24608.0,164,0.026011102299762095,6919.888977002379,1.0,1
135,739195.27,47.763974541225124,15476,280,2,38088.0,70,51679.0,691,2,18680.0,612,0.03954510209356423,11249.406888084777,0.0,1
137,942226.18,52.08259244928418,18091,317,3,41069.0,39,64073.0,644,3,20142.0,202,0.0111657730363164,14403.71842352551,0.23940080703112043,0
138,307583.5,35.000398270368684,8788,207,4,32770.0,48,103262.0,641,4,16071.0,567,0.06451979972690032,8011.669435593992,0.3717569412835685,1
140,287147.67,26.406811660842376,10874,231,4,42120.0,42,72801.0,739,4,20657.0,563,0.051774875850652935,18577.615137024095,0.0,1
141,375622.49,36.10019125420471,10405,281,5,23082.0,76,23406.0,638,5,17356.0,598,0.05747236905333974,9943.823258049015,0.3596347909658818,1
142,793024.54,63.03851669316376,12580,455,2,51788.0,65,77642.0,675,2,25399.0,214,0.017011128775834657,11666.998410174881,0.0,0
144,456982.36,32.66726427907641,13989,372,2,32330.0,50,97190.0,835,4,15857.0,504,0.03602830795625134,19098.59253699335,0.0,1
145,141268.35,21.375147526100772,6609,130,3,25334.0,63,182.0,696,3,12427.0,532,0.08049629293387804,6856.740807989106,0.8176728703283401,1
146,432088.67,57.1243614489688,7564,315,3,68710.0,53,201796.0,717,3,33701.0,586,0.07747223691168693,22370.293098889477,0.44777895293495507,0
147,351899.9,50.50228185993112,6968,261,1,56383.0,36,130152.0,800,4,27653.0,627,0.08998277841561424,18000.0,1.0,1
148,389935.97,35.12620214395099,11101,231,5,38681.0,68,113190.0,663,5,18972.0,277,0.024952706963336638,13077.437167822718,0.3717683091613368,1
149,278644.85,69.53951834289992,4007,231,1,91237.0,30,231619.0,594,1,44747.0,239,0.059645620164711755,14200.0,1.0,0
150,684216.69,61.10714387782441,11197,393,3,71490.0,57,0.0,782,3,35062.0,229,0.020451906760739484,16913.821023488435,0.43047244797713674,0
152,819874.69,91.00618159618159,9009,362,2,49335.0,43,51520.0,773,3,24196.0,342,0.03796203796203796,7641.396381396381,0.7403707403707404,0
153,246049.42,57.28740861466822,4295,310,3,27484.0,82,16803.0,660,4,21950.0,234,0.05448195576251455,24893.52549476135,0.05890570430733411,1
154,625853.05,33.932609520711345,18444,181,3,37468.0,54,73448.0,666,3,18376.0,3343,0.18125135545434828,11103.16823899371,0.0,1
155,180201.32,21.460202453257118,8397,240,5,9678.0,92,812.0,688,6,14383.0,587,0.06990591878051686,8989.41729188996,0.29867809932118616,1
156,295733.18,21.644820317646197,13663,203,3,28007.0,42,0.0,691,4,13739.0,551,0.04032789284930103,3346.3722462123983,0.5274829832394057,1
157,452789.81,39.54150816522574,11451,326,3,32847.0,53,3230.0,785,3,16109.0,598,0.05222251331761418,12545.382062701947,0.0,1
160,185353.06,33.731221110100094,5495,159,2,37965.0,50,69614.0,796,3,18622.0,288,0.05241128298453139,12085.41492265696,0.0,1
161,394943.16,27.382871801982944,14423,260,2,23469.0,36,22976.0,731,3,11512.0,533,0.036954863759273385,12552.758233377244,0.0,1
162,522103.26,68.45460338271928,7627,261,5,66111.0,42,98102.0,771,5,32423.0,233,0.03054936410121935,28776.964992788777,0.441851317687164,0
164,289690.03,35.00785861027191,8275,248,4,37829.0,82,20185.0,658,4,18287.0,565,0.06827794561933535,14636.82163141994,0.3627794561933535,1
165,1245012.7,89.72417843759008,13876,250,3,107683.0,39,225017.0,694,3,52813.0,598,0.04309599308157971,34563.391971749785,0.0,0
169,105667.07,13.798259336641422,7658,154,4,30451.0,91,93.0,686,4,14224.0,22,0.002872812744841995,8553.877644293549,0.0,1
170,388033.46,50.224367072223664,7726,239,3,36983.0,40,58895.0,768,4,18137.0,174,0.022521356458710846,14352.62542065752,0.4030546207610665,1
171,848275.91,48.420338489639825,17519,354,3,49577.0,49,142314.0,694,3,24314.0,3486,0.198983960271705,17561.23660026257,0.0,0
172,232538.92,45.04822161952732,5162,212,3,45164.0,53,0.0,730,3,22153.0,102,0.0197597830298334,17624.877179387833,0.0,1
173,526559.53,52.373138054505674,10054,247,3,30399.0,69,19404.0,668,4,16665.0,537,0.053411577481599366,10102.37069822956,0.0,1
176,606807.57,42.23620588849446,14367,382,4,52172.0,50,66085.0,667,4,25586.0,334,0.023247720470522724,17285.39110461474,0.0,0
177,745400.93,77.99528408496391,9557,271,4,58248.0,59,107130.0,728,4,28570.0,662,0.06926859893271947,15557.881134247149,0.4294234592445328,0
178,362032.61,35.7739733201581,10120,401,2,49045.0,53,0.0,727,3,24057.0,619,0.06116600790513834,17708.80681818182,0.0,1
180,228894.54,36.93038722168441,6198,182,2,26556.0,39,43042.0,840,2,13024.0,38,0.006131010003226848,6912.42336237496,1.0,1
184,284601.62,45.792698310539016,6215,260,6,43529.0,56,126175.0,797,6,21348.0,339,0.05454545454545454,10285.983588093322,0.38632341110217217,1
185,349493.57,29.81772630321645,11721,300,3,30942.0,52,71066.0,779,3,15175.0,193,0.016466171828342292,8915.232915280267,0.7540312260046071,1
190,1040156.97,54.234160800875955,19179,368,5,44452.0,46,12409.0,711,5,21801.0,569,0.02966786589498931,16145.741748787737,0.19974972626310025,0
194,348640.2,24.502087286527516,14229,184,4,30681.0,57,81680.0,746,4,15048.0,3401,0.23901890505306064,8426.762738070138,0.38266919671094246,1
196,241375.72,41.7099913599447,5787,233,1,35775.0,50,67263.0,773,1,17545.0,537,0.09279419388284085,4300.0,1.0,1
197,512798.94,41.7792846667753,12274,176,3,32128.0,38,58373.0,724,5,15757.0,223,0.01816848623105752,14822.447531367117,0.0,1
198,302818.74,61.31175136667341,4939,283,3,31497.0,55,30805.0,702,3,15447.0,236,0.04778295201457785,8938.242559222515,0.7934804616319093,1
199,428168.81,42.20907038643533,10144,277,3,78329.0,73,40161.0,720,3,32580.0,624,0.061514195583596214,22387.598876182965,0.14550473186119875,1
200,353308.46,34.311785957074875,10297,190,2,36528.0,63,109785.0,701,3,17918.0,581,0.05642420122365738,1606.5502573565116,0.9879576575701661,1
201,170190.95,44.51764321213707,3823,221,3,35823.0,67,96691.0,732,3,17567.0,193,0.050483913157206385,9550.242479727962,0.6696311797018049,1
203,277694.43,46.39840100250626,5985,234,3,30305.0,64,23392.0,776,3,14864.0,584,0.09757727652464494,6571.512113617377,1.0,1
205,335124.78,37.12882561489032,9026,287,4,39882.0,43,77817.0,809,4,19560.0,579,0.06414801684023931,15871.739197872812,0.0,1
206,276835.85,49.50569563662374,5592,183,1,37583.0,33,51633.0,782,2,18431.0,557,0.09960658082975679,11300.0,1.0,1
207,216036.28,44.31513435897436,4875,222,5,28553.0,79,19507.0,745,5,16745.0,315,0.06461538461538462,9502.231384615385,0.39364102564102565,1
208,1191648.34,39.1037717398438,30474,415,2,67747.0,43,76650.0,804,3,33226.0,6887,0.22599593095753756,18932.196561002824,0.49343702828640806,0
209,341912.72,26.506916815256993,12899,268,6,29206.0,66,25966.0,716,6,14322.0,544,0.042173811923404914,7428.104659275913,0.3370028684394139,1
211,224224.04,17.999842658746086,12457,195,2,28983.0,49,36482.0,755,3,14214.0,148,0.011880870193465521,14838.705707634263,0.0,1
212,187021.2,24.30109147609148,7696,168,4,28137.0,57,88482.0,797,6,13799.0,311,0.04041060291060291,7484.747141372141,0.08316008316008316,1
213,614314.12,57.4985136652939,10684,413,2,55172.0,43,96779.0,629,3,27057.0,626,0.05859228753275927,19703.767502807936,0.7006739049045302,0
216,241571.49,44.843417486541675,5387,246,3,33178.0,66,85620.0,687,3,16273.0,539,0.10005568962316688,8687.967700018564,0.0,1
217,381464.79,35.43236020806242,10766,266,7,31031.0,48,21853.0,744,7,15221.0,307,0.02851569756641278,11625.231933865874,0.3665242429871819,1
218,287885.98,33.4634406602348,8603,247,7,34190.0,65,39242.0,810,7,16770.0,305,0.0354527490410322,11496.496338486575,0.3537138207601999,1
219,134641.17,24.356217438494937,5528,166,3,22505.0,52,27928.0,798,3,11036.0,554,0.10021707670043416,7671.466172214183,0.3619753979739508,1
220,339029.39,66.83015769761482,5073,249,3,61846.0,38,12525.0,722,4,30335.0,582,0.11472501478415138,21380.350482948947,0.4774295288783757,1
222,623746.39,121.70661268292683,5125,293,2,93417.0,54,115916.0,714,3,45818.0,226,0.044097560975609754,46604.00487804878,0.0,0
225,414013.94,51.20766110080396,8085,242,3,40887.0,38,50734.0,688,4,20055.0,596,0.07371675943104515,17358.041558441557,0.3820655534941249,1
227,657204.35,68.73084605731019,9562,461,4,82295.0,54,1555.0,736,4,40364.0,351,0.03670780171512236,33642.23373771177,0.4255385902530851,0
229,454121.44,40.323338660983836,11262,403,2,59248.0,41,173887.0,725,5,29059.0,628,0.05576274196412715,18985.204404191085,0.44627952406322147,0
230,259457.56,37.04419760137065,7004,305,4,35501.0,45,78801.0,693,4,17412.0,354,0.05054254711593375,11418.00713877784,0.37450028555111364,1
231,373336.18,37.28887135437475,10012,276,4,36270.0,61,73779.0,769,5,17789.0,346,0.034558529764282864,12060.20275669197,0.37425089892129443,1
233,442724.58,72.19905088062623,6132,166,1,47464.0,42,83591.0,716,1,23278.0,132,0.021526418786692758,13700.0,1.0,1
234,452821.37,51.83394803113553,8736,193,5,37623.0,47,923.0,726,6,18452.0,336,0.038461538461538464,8008.573489010989,0.4279990842490842,1
235,394454.69,44.28094858554109,8908,304,3,48676.0,37,110589.0,721,4,23874.0,581,0.06522227211495285,22983.004490345756,0.28906600808262234,1
236,639628.44,83.05784183872224,7701,381,1,161276.0,42,317964.0,540,1,79100.0,387,0.05025321386832879,6076.0,0.0,0
237,331772.57,60.96519110621095,5442,232,2,58584.0,48,99235.0,563,2,28733.0,245,0.0450202131569276,25141.38184490996,0.3976479235575156,1
240,232957.09,29.247594475831765,7965,254,2,34868.0,55,51984.0,745,3,17104.0,216,0.02711864406779661,16790.788449466414,0.0,1
241,417297.12,35.35517410827756,11803,211,5,30605.0,64,16549.0,737,5,15009.0,515,0.04363297466745743,10956.812166398373,0.35635008048801153,1
242,417644.82,47.79091658084449,8739,197,4,43560.0,47,58544.0,850,5,21365.0,584,0.0668268680627074,17832.733493534728,0.0,1
244,222516.34,42.271341185410336,5264,166,1,26802.0,46,43444.0,638,2,13144.0,513,0.09745440729483283,7100.0,1.0,1
246,631322.75,98.04670756328622,6439,469,4,82298.0,56,0.0,791,4,40364.0,399,0.0619661438111508,29964.07516695139,0.4437024382668116,0
247,1032728.62,68.29312392540669,15122,450,5,54587.0,55,69070.0,761,6,26772.0,655,0.0433143764052374,14359.35101177093,0.4586694881629414,0
248,236527.29,41.04238938053098,5763,198,4,13596.0,85,352.0,684,4,13254.0,96,0.01665799062988027,11258.728440048586,0.0,1
249,286110.53,37.152386703025584,7701,188,5,29835.0,48,46702.0,618,7,14632.0,161,0.02090637579535125,10297.614335800545,0.3696922477600312,1
250,460512.55,37.98041649484536,12125,312,6,34671.0,55,55643.0,786,6,17003.0,306,0.025237113402061855,7363.931793814433,0.28024742268041236,1
252,540412.96,34.78904081369898,15534,398,6,34985.0,72,29409.0,723,6,17161.0,570,0.036693704132869834,12699.596562379296,0.3592764259044676,1
254,1013481.36,56.27013269668536,18011,541,1,67589.0,36,0.0,734,3,33151.0,398,0.022097607017933486,27623.0,0.0,0
256,437107.83,36.44387443721861,11994,345,6,22850.0,80,17453.0,714,6,19485.0,341,0.028430882107720528,13224.684342171086,0.43721860930465234,1
257,449791.15,54.447542670378894,8261,232,4,31070.0,58,86747.0,708,4,15239.0,325,0.03934148408183029,7246.558649073962,0.36169955211233507,1
260,158969.36,34.68674667248527,4583,162,3,29110.0,67,23504.0,699,3,14275.0,284,0.061968143137682744,12924.083787911848,0.0,1
261,655100.21,55.521672175608096,11799,348,4,59093.0,46,117325.0,737,5,28985.0,609,0.051614543605390285,20222.70056784473,0.5413170607678617,0
264,377889.98,40.7648306364617,9270,175,1,44303.0,55,53407.0,696,1,21728.0,534,0.05760517799352751,10600.0,1.0,1
265,292078.63,33.31568723622676,8767,237,3,45497.0,50,101549.0,713,3,22314.0,603,0.06878065472795711,14080.038781795369,0.5078133911258127,1
267,146258.25,35.12445965417867,4164,182,3,27733.0,67,21785.0,765,3,13602.0,302,0.07252641690682037,11324.164024975984,0.0,1
273,467991.67,49.25191222900442,9502,247,1,37415.0,48,66403.0,665,1,18351.0,564,0.05935592506840665,14600.0,1.0,1
274,431170.54,56.80771277997365,7590,249,3,48810.0,49,0.0,799,3,23940.0,327,0.04308300395256917,15206.649407114624,0.7194993412384717,1
275,1022720.94,50.67239458950602,20183,368,4,76288.0,48,120771.0,710,4,37415.0,134,0.0066392508546796805,22815.514839221127,0.4047465688946143,0
277,275542.72,24.529753405145552,11233,284,5,31739.0,51,81905.0,799,5,15568.0,564,0.0502092050209205,10378.519985756255,0.3235110834149381,1
278,1021394.57,71.67681192982455,14250,598,5,193768.0,65,150896.0,686,5,95039.0,438,0.030736842105263156,92378.62898245614,0.49466666666666664,0
280,564613.02,58.55159390231256,9643,272,4,44585.0,46,81825.0,684,5,21869.0,577,0.05983615057554703,12126.429741781603,0.43337135746137095,1
282,192333.57,23.211871832005794,8286,225,4,25585.0,48,59827.0,702,4,12547.0,550,0.06637702148201786,7679.079169683804,0.3276611151339609,1
285,1615458.99,50.432660776723274,32032,365,5,34496.0,68,33122.0,731,5,16920.0,350,0.010926573426573426,11293.015016233767,0.4256680819180819,0
286,194142.89,28.23896581818182,6875,247,4,38223.0,44,30756.0,725,4,18746.0,552,0.0802909090909091,19488.000145454545,0.0,1
287,280829.88,29.116628304821152,9645,250,3,43181.0,48,57199.0,710,3,21178.0,304,0.03151892172109901,13386.895489891136,0.0,1
291,603663.75,37.180570953436806,16236,303,2,40407.0,69,62695.0,793,3,19818.0,205,0.012626262626262626,5791.814239960581,0.5828406011332841,1
293,319726.12,34.64363636363636,9229,299,1,42084.0,38,57760.0,661,5,20640.0,332,0.035973561599306536,20138.0,0.0,1
299,187315.31,50.53016185594821,3707,160,3,28229.0,46,55675.0,622,5,13845.0,264,0.0712166172106825,9159.852980847047,0.15646074993256,1
300,402393.6,60.33792172739541,6669,299,1,75711.0,45,121251.0,750,1,37131.0,321,0.048133153396311294,32704.0,0.0,0
301,368860.03,32.498681057268726,11350,282,1,52308.0,52,135319.0,679,1,25654.0,194,0.01709251101321586,21000.0,1.0,1
303,1304581.18,72.83280370701206,17912,284,6,60080.0,99,1807.0,690,6,27185.0,557,0.031096471639124608,22411.58999553372,0.5199866011612327,0
305,238162.16,24.27501376006523,9811,134,2,29388.0,57,21221.0,755,3,14415.0,107,0.01090612577718887,4506.3424727346855,0.0,1
311,195124.35,35.22736053439249,5539,182,3,29510.0,51,47153.0,752,4,14470.0,311,0.056147319010651744,3583.390503701029,1.0,1
313,236485.5,31.472651051370775,7514,208,2,33548.0,38,31183.0,693,2,16453.0,332,0.044184189512909235,10273.669417088102,0.5815810487090763,1
315,165507.01,39.93895028957529,4144,189,2,42379.0,59,136748.0,692,3,20783.0,474,0.11438223938223938,11489.0333011583,0.0,1
